,Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,User_Score,Developer,Rating
7541,Soldier of Fortune: Payback,X360,2007.0,Shooter,Activision,0.18,0.0,0.0,0.02,0.2,50.0,5.6,Cauldron Ltd.,M
7542,Afro Samurai,PS3,2009.0,Action,Atari,0.12,0.05,0.0,0.03,0.2,65.0,6.1,"Namco Bandai Games America, Namco Bandai Games",M
7543,Looney Tunes: Space Race,PS2,2002.0,Racing,Infogrames,0.1,0.08,0.0,0.03,0.2,62.0,,Tantalus Interactive,E
7544,Puzzle Challenge: Crosswords and More!,PSP,2006.0,Puzzle,Crave Entertainment,0.18,0.0,0.0,0.01,0.2,,,,
7545,Neighborhood Games,Wii,2009.0,Misc,THQ,0.17,0.02,0.0,0.01,0.2,49.0,,Jet Black Games,E
7546,Backyard Hockey,GBA,2003.0,Sports,Atari,0.14,0.05,0.0,0.0,0.2,,,Mistic Software,E
7547,The Amazing Spider-Man (Console Version),DS,2012.0,Action,Activision,0.15,0.03,0.0,0.01,0.2,,,,
7548,Farming Simulator 2015,XOne,2015.0,Simulation,Koch Media,0.1,0.08,0.0,0.02,0.2,,,,
7549,Silent Hill: Book of Memories,PSV,2012.0,Action,Konami Digital Entertainment,0.1,0.05,0.0,0.04,0.2,58.0,5.1,WayForward,M
7550,Playboy: The Mansion,PS2,2005.0,Simulation,Ubisoft,0.1,0.08,0.0,0.03,0.2,59.0,7.5,Cyberlore Studios,M
7551,Jikkyou Powerful Pro Yakyuu 2010,PSP,2010.0,Sports,Konami Digital Entertainment,0.0,0.0,0.2,0.0,0.2,,,,
7552,Sid Meier's Pirates!,PSP,2007.0,Strategy,Take-Two Interactive,0.16,0.01,0.0,0.02,0.2,,,,
7553,Ore no Shikabane o Koete Yuke,PSP,2011.0,Role-Playing,Sony Computer Entertainment,0.0,0.0,0.2,0.0,0.2,,,,
7554,Baja: Edge of Control,X360,2008.0,Racing,THQ,0.12,0.06,0.0,0.02,0.2,65.0,7.1,2XL Games,E
7555,Tiger Woods PGA Tour 06,PSP,2005.0,Sports,Electronic Arts,0.18,0.0,0.0,0.01,0.2,80.0,7.9,Team Fusion,E
7556,Shaman King: Spirit of Shamans,PS,2002.0,Action,Namco Bandai Games,0.0,0.0,0.18,0.01,0.2,,,,
7557,Ratatouille,GBA,2007.0,Action,THQ,0.14,0.05,0.0,0.0,0.2,65.0,,Helixe,E
7558,Bleach: The 3rd Phantom,DS,2008.0,Role-Playing,Sega,0.1,0.02,0.07,0.01,0.2,59.0,8.0,"Sega, Tom Create",T
7559,The Fairly Odd Parents: Enter the Cleft,GBA,2002.0,Platform,THQ,0.14,0.05,0.0,0.0,0.2,,,,
7560,MC Groovz Dance Craze,GC,2004.0,Misc,Mad Catz,0.15,0.04,0.0,0.01,0.2,42.0,6.8,Mad Catz,E
7561,The Thing,XB,2002.0,Adventure,Vivendi Games,0.15,0.04,0.0,0.01,0.2,78.0,6.6,Computer Artworks,M
7562,Tom and Jerry in House Trap,PS,2000.0,Action,Ubisoft,0.11,0.07,0.0,0.01,0.2,,,,
7563,Power Rangers: Time Force,GBA,2001.0,Action,THQ,0.14,0.05,0.0,0.0,0.2,,,,
7564,Untold Legends: Dark Kingdom,PS3,2006.0,Role-Playing,Electronic Arts,0.14,0.02,0.02,0.02,0.2,58.0,7.2,Sony Online Entertainment,T
7565,Jikkyou Powerful Pro Yakyuu 2011,PSP,2011.0,Sports,Konami Digital Entertainment,0.0,0.0,0.2,0.0,0.2,,,,
7566,DS Kageyama Method: Dennou Hanpuku - Masu x Masu Hyaku Masu Keisan,DS,2006.0,Misc,Shogakukan,0.0,0.0,0.2,0.0,0.2,,,,
7567,Plants vs. Zombies,PS3,2011.0,Strategy,PopCap Games,0.18,0.0,0.0,0.02,0.2,85.0,7.9,PopCap,E10+
7568,Baldur's Gate: Dark Alliance,XB,2002.0,Role-Playing,Virgin Interactive,0.15,0.04,0.0,0.01,0.2,83.0,8.3,Snowblind Studios,T
7569,Prince of Persia: Warrior Within,GC,2004.0,Action,Ubisoft,0.15,0.04,0.0,0.01,0.2,83.0,8.6,Ubisoft,M
7570,Mahjongg Mysteries: Ancient Egypt,DS,2010.0,Puzzle,Avanquest,0.07,0.11,0.0,0.02,0.2,,,,
7571,Aikatsu! Cinderella Lesson,3DS,2012.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.2,0.0,0.2,,,,
7572,UFC: Tapout,XB,2002.0,Fighting,Crave Entertainment,0.14,0.05,0.0,0.01,0.2,,,,
7573,Warriors Orochi,X360,2007.0,Action,Tecmo Koei,0.17,0.01,0.0,0.02,0.2,53.0,7.4,Omega Force,T
7574,Predator: Concrete Jungle,PS2,2005.0,Action,Vivendi Games,0.1,0.07,0.0,0.03,0.2,47.0,8.8,Eurocom Entertainment Software,M
7575,Cabela's Survival: Shadows of Katmai,Wii,2011.0,Sports,Activision,0.14,0.04,0.0,0.01,0.2,,8.0,Activision,T
7576,Arcana Heart 3,PS3,2011.0,Fighting,PQube,0.04,0.04,0.1,0.02,0.2,73.0,7.5,Examu,T
7577,X-Men Origins: Wolverine,DS,2009.0,Action,Activision,0.15,0.03,0.0,0.02,0.2,55.0,8.1,Griptonite Games,E10+
7578,Big Mutha Truckers 2,PS2,2005.0,Racing,Xplosiv,0.1,0.07,0.0,0.03,0.2,51.0,2.1,Eutechnyx,M
7579,Armored Core 4,PS3,2006.0,Simulation,505 Games,0.09,0.0,0.09,0.01,0.2,65.0,6.8,From Software,T
7580,Shutter Island,PC,2009.0,Adventure,Merscom LLC,0.0,0.17,0.0,0.03,0.2,,,Merscom LLC,T
7581,Solatorobo: Red the Hunter,DS,2010.0,Role-Playing,Nintendo,0.08,0.04,0.07,0.01,0.2,76.0,7.9,CyberConnect2,E10+
7582,NHL FaceOff 2001,PS2,2001.0,Sports,Sony Computer Entertainment,0.1,0.07,0.0,0.02,0.2,57.0,4.0,989 Sports,E
7583,Mana Khemia 2: Fall of Alchemy,PS2,2008.0,Role-Playing,Gust,0.07,0.05,0.05,0.02,0.2,70.0,8.2,Gust,T
7584,The Great Escape,PS2,2003.0,Action,SCi,0.1,0.07,0.0,0.02,0.2,57.0,8.0,Pivotal Games,T
7585,Just Dance 2: Extra Songs,Wii,2011.0,Misc,Ubisoft,0.0,0.17,0.0,0.03,0.2,,,,
7586,Castlevania: Lords of Shadow 2,PS3,2014.0,Action,Konami Digital Entertainment,0.03,0.12,0.02,0.03,0.2,63.0,7.8,Mercury Steam,M
7587,Dexter's Lab Chess Challenge,GBA,2002.0,Misc,BAM! Entertainment,0.14,0.05,0.0,0.0,0.2,,,,
7588,CSI: Unsolved!,DS,2010.0,Adventure,Ubisoft,0.13,0.05,0.0,0.02,0.2,,,,
7589,Big Mutha Truckers,XB,2002.0,Racing,Empire Interactive,0.15,0.04,0.0,0.01,0.19,59.0,4.3,Eutechnyx,T
7590,Way of the Samurai 4,PS3,2011.0,Action,Nippon Ichi Software,0.0,0.03,0.16,0.01,0.19,58.0,6.5,Acquire,M
7591,ESA Foundation Compilation,PS2,2005.0,Misc,Sony Computer Entertainment,0.1,0.07,0.0,0.02,0.19,,,,
7592,The Hobbit,GBA,2003.0,Platform,Vivendi Games,0.14,0.05,0.0,0.0,0.19,67.0,9.2,Saffire,E
7593,The King of Fighters XI,PS2,2006.0,Fighting,Ignition Entertainment,0.07,0.06,0.04,0.02,0.19,75.0,8.5,SNK Playmore,T
7594,Tom Clancy's Splinter Cell: Essentials,PSP,2006.0,Shooter,Ubisoft,0.17,0.01,0.0,0.02,0.19,58.0,7.5,Ubisoft,M
7595,The Naked Brothers Band: The Video Game,DS,2008.0,Misc,THQ,0.18,0.0,0.0,0.01,0.19,,,,
7596,Chronicles of Mystery: Curse of the Ancient Temple,DS,2009.0,Adventure,City Interactive,0.07,0.1,0.0,0.02,0.19,57.0,,City Interactive,E
7597,Dragon Ball Z: Idainaru Dragon Ball Densetsu,PS,1996.0,Fighting,Namco Bandai Games,0.0,0.0,0.18,0.01,0.19,,,,
7598,Major League Baseball 2K12,PS3,2012.0,Sports,Take-Two Interactive,0.18,0.0,0.0,0.02,0.19,68.0,4.4,Visual Concepts,E
7599,Family Guy,PSP,2006.0,Action,Take-Two Interactive,0.18,0.0,0.0,0.02,0.19,51.0,6.3,High Voltage Software,M
7600,Sniper Elite,PS2,2005.0,Shooter,Ubisoft,0.1,0.07,0.0,0.02,0.19,76.0,8.9,Rebellion,M
7601,Yoga Wii,Wii,2009.0,Sports,JoWood Productions,0.14,0.04,0.0,0.02,0.19,,,,
7602,MLB 16: The Show,PS3,2016.0,Action,Sony Computer Entertainment,0.16,0.0,0.0,0.04,0.19,,,,
7603,Harry Potter and the Goblet of Fire,PSP,2005.0,Action,Electronic Arts,0.17,0.0,0.0,0.02,0.19,70.0,7.4,Electronic Arts,E10+
7604,Kouchuu Ouja Mushi King: Greatest Champion e no Michi DS,DS,2005.0,Action,Sega,0.0,0.0,0.19,0.0,0.19,,,,
7605,Parlor! Mini 4,SNES,1996.0,Misc,Nippon Telenet,0.0,0.0,0.19,0.0,0.19,,,,
7606,Breath of Fire II,GBA,2001.0,Role-Playing,Ubisoft,0.14,0.05,0.0,0.0,0.19,81.0,8.8,Capcom,E
7607,The Amazing Spider-Man (Console Version),3DS,2012.0,Action,Activision,0.15,0.03,0.0,0.01,0.19,,,,
7608,Danganronpa 2: Goodbye Despair,PSP,2012.0,Misc,Spike,0.0,0.0,0.19,0.0,0.19,,,,
7609,Iron Chef America: Supreme Cuisine,DS,2008.0,Simulation,Destineer,0.18,0.0,0.0,0.01,0.19,,,Black Lantern Studios,E10+
7610,UFC Personal Trainer: The Ultimate Fitness System,PS3,2011.0,Sports,THQ,0.08,0.08,0.0,0.03,0.19,65.0,2.4,THQ,E
7611,Ice Age 2: The Meltdown,GC,2006.0,Platform,Vivendi Games,0.15,0.04,0.0,0.01,0.19,67.0,,Vivendi Games,E10+
7612,Conan,X360,2007.0,Action,THQ,0.16,0.02,0.0,0.01,0.19,69.0,7.3,Nihilistic,M
7613,Steins;Gate,PSP,2011.0,Adventure,Kadokawa Shoten,0.0,0.0,0.19,0.0,0.19,,,,
7614,Dinotopia: The Timestone Pirates,GBA,2002.0,Action,TDK Core,0.14,0.05,0.0,0.0,0.19,64.0,,RFX Interactive,E
7615,Power Pro Kun Pocket 12,DS,2009.0,Sports,Konami Digital Entertainment,0.0,0.0,0.19,0.0,0.19,,,,
7616,Petz Pony: Beauty Pageant,DS,2009.0,Simulation,Ubisoft,0.18,0.0,0.0,0.01,0.19,,,HotGen,E
7617,Rune Factory: Tides of Destiny,Wii,2011.0,Role-Playing,Marvelous Interactive,0.13,0.0,0.06,0.01,0.19,,7.0,Neverland,E10+
7618,J-League Jikkyou Winning Eleven 3,PS,1997.0,Sports,Konami Digital Entertainment,0.0,0.0,0.18,0.01,0.19,,,,
7619,No More Heroes: Heroes' Paradise,PS3,2010.0,Action,Konami Digital Entertainment,0.1,0.04,0.04,0.02,0.19,72.0,7.3,FeelPlus,M
7620,Jissen Pachi-Slot Hisshouhou,SNES,1993.0,Misc,Sammy Corporation,0.0,0.0,0.19,0.0,0.19,,,,
7621,Shin Megami Tensei IV: Final,3DS,2016.0,Role-Playing,Deep Silver,0.05,0.0,0.14,0.01,0.19,,,,
7622,Aliens vs Predator,PC,2010.0,Shooter,Sega,0.0,0.17,0.0,0.02,0.19,68.0,7.4,Rebellion,M
7623,Captain America: Super Soldier,PS3,2011.0,Action,Sega,0.1,0.06,0.0,0.03,0.19,61.0,7.3,Next Level Games,T
7624,Pac-Man & Galaga Dimensions,3DS,2011.0,Misc,Namco Bandai Games,0.1,0.04,0.04,0.01,0.19,,,,
7625,Manhunt,XB,2004.0,Action,Take-Two Interactive,0.14,0.04,0.0,0.01,0.19,74.0,7.9,Rockstar North,M
7626,NCAA Final Four 2003,PS2,2002.0,Sports,Sony Computer Entertainment,0.09,0.07,0.0,0.02,0.19,57.0,6.0,989 Sports,E
7627,Dynasty Warriors: Gundam 2,X360,2008.0,Action,Namco Bandai Games,0.07,0.03,0.08,0.01,0.19,49.0,7.0,Omega Force,T
7628,Dream Salon,DS,2009.0,Misc,Zoo Digital Publishing,0.18,0.0,0.0,0.01,0.19,,,Zoo Games,E
7629,Bound By Flame,PS4,2014.0,Role-Playing,Focus Home Interactive,0.08,0.09,0.0,0.03,0.19,53.0,5.9,Spiders,M
7630,We Wish You A Merry Christmas,Wii,2009.0,Action,Destineer,0.13,0.04,0.0,0.02,0.19,,,Destineer,E
7631,Spectrobes: Origins,Wii,2009.0,Role-Playing,Disney Interactive Studios,0.16,0.02,0.0,0.01,0.19,71.0,8.4,Genki,E10+
7632,Rock Band Country Track Pack,PS3,2009.0,Misc,MTV Games,0.18,0.0,0.0,0.02,0.19,,,Harmonix Music Systems,E10+
7633,Great Phoenix Wright: Ace Attorney - Naruhodou Ryuunosuke no Bouken,3DS,2015.0,Action,Capcom,0.0,0.0,0.19,0.0,0.19,,,,
7634,J-League Excite Stage '96,SNES,1996.0,Sports,Epoch,0.0,0.0,0.19,0.0,0.19,,,,
7635,Just Dance: Greatest Hits,Wii,2012.0,Misc,Ubisoft,0.14,0.04,0.0,0.01,0.19,,,Ubisoft,E10+
7636,New Love Plus,3DS,2012.0,Simulation,Konami Digital Entertainment,0.0,0.0,0.19,0.0,0.19,,,,
7637,DanceMasters,X360,2010.0,Misc,Konami Digital Entertainment,0.15,0.02,0.02,0.01,0.19,63.0,5.9,GCP1,E10+
7638,Breath of Fire: Dragon Quarter,PS2,2002.0,Role-Playing,Capcom,0.09,0.07,0.0,0.02,0.19,78.0,6.9,Capcom,T
7639,Jikkyou J-League Perfect Striker,N64,1996.0,Sports,Konami Digital Entertainment,0.0,0.0,0.19,0.0,0.19,,,,
7640,Super Robot Taisen: Scramble Commander,PS2,2003.0,Strategy,Banpresto,0.0,0.0,0.19,0.0,0.19,,,,
7641,Shiren the Wanderer,Wii,2008.0,Role-Playing,Sega,0.08,0.0,0.11,0.01,0.19,71.0,7.6,ChunSoft,T
7642,Re-Volt,PS,1998.0,Racing,Acclaim Entertainment,0.11,0.07,0.0,0.01,0.19,,,,
7643,Kan Colle Kai,PSV,2016.0,Action,Kadokawa Games,0.0,0.0,0.19,0.0,0.19,,,,
7644,Descent,PS,1996.0,Shooter,Interplay,0.11,0.07,0.0,0.01,0.19,,,,
7645,LEGO Marvel's Avengers,3DS,2016.0,Action,Warner Bros. Interactive Entertainment,0.07,0.09,0.01,0.01,0.19,60.0,7.1,TT Games,E10+
7646,Just Dance 2016,PS3,2015.0,Misc,Ubisoft,0.1,0.06,0.0,0.03,0.19,,4.2,Ubisoft,E10+
7647,Spore Hero Arena,DS,2009.0,Simulation,Electronic Arts,0.18,0.0,0.0,0.01,0.19,49.0,2.6,Full Fat,E
7648,Disney's Magical Mirror Starring Mickey Mouse,GC,2002.0,Adventure,Nintendo,0.15,0.04,0.0,0.01,0.19,50.0,8.9,Capcom,E
7649,Enchanted Arms,X360,2006.0,Role-Playing,Ubisoft,0.16,0.02,0.0,0.02,0.19,69.0,6.9,From Software,T
7650,Are You Smarter Than a 5th Grader? Back to School,Wii,2010.0,Misc,Nintendo,0.18,0.0,0.0,0.01,0.19,,,THQ,E
7651,Conflict: Denied Ops,X360,2008.0,Shooter,Eidos Interactive,0.08,0.09,0.0,0.02,0.19,52.0,4.9,Pivotal Games,M
7652,Mafia III,PC,2016.0,Action,Take-Two Interactive,0.08,0.1,0.0,0.02,0.19,63.0,3.2,Hangar 13,M
7653,The Rise of the Argonauts,PS3,2008.0,Role-Playing,Codemasters,0.05,0.11,0.0,0.03,0.19,,,,
7654,Barbie Fashion Show: An Eye for Style,DS,2008.0,Misc,Activision,0.18,0.0,0.0,0.01,0.19,,,,
7655,IHRA Professional Drag Racing 2005,PS2,2004.0,Racing,Bethesda Softworks,0.09,0.07,0.0,0.02,0.19,,,Bethesda Softworks,E
7656,Mace Griffin: Bounty Hunter,PS2,2003.0,Shooter,Electronic Arts,0.09,0.07,0.0,0.02,0.19,62.0,8.3,Warthog,M
7657,101-in-1 Explosive Megamix,DS,2008.0,Puzzle,Nordcurrent,0.05,0.12,0.0,0.02,0.19,46.0,,Nordcurrent,E
7658,Legacy of Kain: Defiance,XB,2003.0,Action,Eidos Interactive,0.14,0.04,0.0,0.01,0.19,74.0,7.9,Crystal Dynamics,M
7659,Final Fantasy XI,X360,2006.0,Role-Playing,Square Enix,0.17,0.01,0.0,0.01,0.19,66.0,6.5,Square Enix,T
7660,Scene It? Twilight,DS,2010.0,Misc,Konami Digital Entertainment,0.11,0.06,0.0,0.02,0.19,,,Konami,T
7661,Trivial Pursuit unhinged,PS2,2004.0,Misc,Atari,0.09,0.07,0.0,0.02,0.19,51.0,,Artech Studios,T
7662,Tales of the World: Narikiri Dungeon 2,GBA,2002.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.19,0.0,0.19,,,,
7663,Peter Jackson's King Kong: The Official Game of the Movie,PSP,2005.0,Action,Ubisoft,0.16,0.01,0.0,0.02,0.19,56.0,6.4,Phoenix Games Studio,T
7664,Fighter Within,XOne,2013.0,Fighting,Ubisoft,0.11,0.07,0.0,0.02,0.19,23.0,3.0,Ubisoft,T
7665,Aliens versus Predator: Extinction,PS2,2003.0,Strategy,Electronic Arts,0.09,0.07,0.0,0.02,0.19,66.0,8.4,Zono Inc.,T
7666,Shrek: Forever After,PS3,2010.0,Platform,Activision,0.16,0.02,0.0,0.02,0.19,57.0,4.5,Xpec,E10+
7667,Silent Scope 2: Dark Silhouette,PS2,2001.0,Shooter,Konami Digital Entertainment,0.09,0.07,0.0,0.02,0.19,64.0,,KCET,M
7668,The Spiderwick Chronicles,Wii,2008.0,Action,Vivendi Games,0.17,0.0,0.0,0.01,0.19,62.0,,Stormfront Studios,E10+
7669,Dave Mirra Freestyle BMX 2,GBA,2001.0,Sports,Acclaim Entertainment,0.14,0.05,0.0,0.0,0.19,85.0,,Full-Fat,E
7670,X-Men Origins: Wolverine,PSP,2009.0,Action,Activision,0.13,0.03,0.0,0.03,0.19,60.0,7.5,Griptonite Games,T
7671,Jikkyou Powerful Pro Yakyuu '96 Kaimakuban,SNES,1996.0,Sports,Konami Digital Entertainment,0.0,0.0,0.19,0.0,0.19,,,,
7672,Tokimeki Memorial Girl's Side 3rd Story,DS,2010.0,Adventure,Konami Digital Entertainment,0.0,0.0,0.19,0.0,0.19,,,,
7673,NHL Hitz Pro,PS2,2003.0,Sports,Midway Games,0.09,0.07,0.0,0.02,0.19,79.0,8.9,Next Level Games,E
7674,Allied General,PS,1996.0,Strategy,SSI,0.11,0.07,0.0,0.01,0.19,,,,
7675,Marvel Super Hero Squad: Comic Combat,PS3,2011.0,Action,THQ,0.11,0.05,0.0,0.03,0.19,,,THQ,E10+
7676,Kamen Rider: Battride War,PS3,2013.0,Action,Namco Bandai Games,0.0,0.0,0.19,0.0,0.19,,,,
7677,Fire ProWrestling G,PS,1999.0,Fighting,Human Entertainment,0.0,0.0,0.18,0.01,0.19,,,,
7678,Space Invaders Extreme 2,DS,2009.0,Shooter,Square Enix,0.17,0.01,0.0,0.01,0.19,82.0,7.1,Taito Corporation,E
7679,Need for Speed: The Run,3DS,2011.0,Action,Electronic Arts,0.09,0.09,0.0,0.02,0.19,65.0,6.0,Firebrand Games,E10+
7680,Supreme Commander 2,PC,2010.0,Strategy,Square Enix,0.0,0.15,0.0,0.04,0.19,77.0,6.2,Gas Powered Games,E10+
7681,Avatar: The Last Airbender - Into the Inferno,Wii,2008.0,Adventure,THQ,0.17,0.01,0.0,0.01,0.19,,,,
7682,Quantum Theory,PS3,2010.0,Shooter,Tecmo Koei,0.05,0.09,0.02,0.03,0.19,43.0,5.3,Tecmo,M
7683,Dawn of Discovery,Wii,2009.0,Simulation,Ubisoft,0.12,0.06,0.0,0.02,0.19,81.0,8.5,Keen Games,E10+
7684,Guitar Hero Live,WiiU,2015.0,Misc,Activision,0.12,0.05,0.0,0.02,0.19,84.0,6.1,"Activision, FreeStyleGames",T
7685,GunGriffon,SAT,1995.0,Simulation,Sega,0.0,0.0,0.19,0.0,0.19,,,,
7686,SingStar Pop Vol.2,PS2,2008.0,Misc,Sony Computer Entertainment,0.09,0.07,0.0,0.02,0.19,,,,
7687,SNK Arcade Classics Vol. 1,PS2,2008.0,Misc,Ignition Entertainment,0.09,0.07,0.0,0.02,0.19,69.0,,SNK Playmore,T
7688,Darkstalkers 3,PS,1998.0,Fighting,Capcom,0.11,0.07,0.0,0.01,0.19,,,,
7689,International Cricket 2010,PS3,2010.0,Sports,Codemasters,0.0,0.15,0.0,0.04,0.19,,,,
7690,Frequency,PS2,2001.0,Misc,Sony Computer Entertainment,0.09,0.07,0.0,0.02,0.19,83.0,9.0,Harmonix Music Systems,E
7691,Inazuma Eleven Strikers 2012 Xtreme,Wii,2011.0,Role-Playing,Level 5,0.0,0.0,0.19,0.0,0.19,,,,
7692,The Polar Express,GBA,2004.0,Adventure,THQ,0.14,0.05,0.0,0.0,0.19,,,Tantalus Interactive,E
7693,Dynasty Warriors 8: Empires,PS4,2014.0,Action,Tecmo Koei,0.06,0.07,0.03,0.03,0.19,63.0,7.5,Omega Force,T
7694,2002 FIFA World Cup,XB,2002.0,Sports,Electronic Arts,0.14,0.04,0.0,0.01,0.19,79.0,9.0,Software Creations,E
7695,SpongeBob SquigglePants 3D,3DS,2011.0,Misc,THQ,0.13,0.05,0.0,0.02,0.19,64.0,6.0,WayForward,E
7696,Jampack: Summer 2003 (RP-T),PS2,2003.0,Misc,Sony Computer Entertainment,0.09,0.07,0.0,0.02,0.19,,,,
7697,Frogger's Adventures 2: The Lost Wand,GBA,2002.0,Adventure,Konami Digital Entertainment,0.14,0.05,0.0,0.0,0.19,75.0,,Konami,E
7698,Sudeki,XB,2004.0,Role-Playing,Microsoft Game Studios,0.14,0.04,0.0,0.01,0.19,72.0,8.4,Climax Group,M
7699,Majin and the Forsaken Kingdom,X360,2010.0,Adventure,Namco Bandai Games,0.14,0.03,0.0,0.01,0.19,74.0,8.1,Game Republic,T
7700,Silent Hill HD Collection,X360,2012.0,Action,Konami Digital Entertainment,0.11,0.06,0.01,0.02,0.19,69.0,5.6,Konami,M
7701,Arc Rise Fantasia,Wii,2009.0,Role-Playing,Marvelous Interactive,0.12,0.0,0.06,0.01,0.19,64.0,7.8,"Image Epoch, Imageepoch",T
7702,"Boku no Natsuyasumi 4: Seitouchi Shounen Tanteidan, Boku to Himitsu no Chizu",PSP,2009.0,Adventure,Sony Computer Entertainment,0.0,0.0,0.19,0.0,0.19,,,,
7703,Hot Wheels: Track Attack,Wii,2010.0,Racing,THQ,0.14,0.03,0.0,0.01,0.19,,,Firebrand Games,E
7704,Quake,N64,1998.0,Shooter,GT Interactive,0.15,0.04,0.0,0.0,0.19,,,,
7705,SpongeBob's Surf & Skate Roadtrip,X360,2011.0,Action,THQ,0.15,0.03,0.0,0.01,0.19,,,,
7706,Sesame Street: Elmo's Number Journey,N64,1999.0,Misc,NewKidCo,0.15,0.04,0.0,0.0,0.19,,,,
7707,Hexen,N64,1996.0,Shooter,GT Interactive,0.15,0.04,0.0,0.0,0.19,,,,
7708,Mace: The Dark Age,N64,1997.0,Fighting,GT Interactive,0.15,0.04,0.0,0.0,0.19,,,,
7709,Puyo Puyo Sun 64,N64,1997.0,Puzzle,Compile,0.0,0.0,0.16,0.03,0.19,,,,
7710,AeroFighters Assault,N64,1997.0,Action,Video System,0.15,0.04,0.0,0.0,0.19,,,,
7711,Chou-Kuukan Night Pro Yakyuu King (weekly JP sales),N64,1996.0,Sports,Imagineer,0.0,0.0,0.19,0.0,0.19,,,,
7712,South Park: The Stick of Truth,PC,2014.0,Role-Playing,Ubisoft,0.07,0.1,0.0,0.01,0.19,85.0,8.6,Obsidian Entertainment,M
7713,Tottadoo! Yoiko no Mujintou Seikatsu,DS,2008.0,Adventure,Namco Bandai Games,0.0,0.0,0.19,0.0,0.19,,,,
7714,Teenage Mutant Ninja Turtles 2: Battle Nexus,GC,2004.0,Action,Konami Digital Entertainment,0.15,0.04,0.0,0.01,0.19,49.0,4.6,Konami,T
7715,Barbie Horse Adventures: Riding Camp,PS2,2008.0,Sports,Activision,0.09,0.07,0.0,0.02,0.19,,,Pixel Tales,E
7716,MLB 12: The Show,PSV,2012.0,Sports,Sony Computer Entertainment,0.17,0.0,0.0,0.02,0.19,76.0,7.8,SCEA San Diego Studios,E
7717,God Eater Resurrection,PSV,2015.0,Action,Namco Bandai Games,0.0,0.0,0.19,0.0,0.19,,8.8,"Shift, Bandai Namco Games",T
7718,SSX Tricky,GBA,2002.0,Sports,Electronic Arts,0.14,0.05,0.0,0.0,0.19,66.0,,Visual Impact,E
7719,Kenka Banchou 4: Ichinen Sensou,PSP,2010.0,Action,Spike,0.0,0.0,0.19,0.0,0.19,,,,
7720,Warhammer: Shadow of the Horned Rat,PS,1996.0,Strategy,Mindscape,0.11,0.07,0.0,0.01,0.19,,,,
7721,NBA 2K11,PC,2010.0,Action,Take-Two Interactive,0.18,0.0,0.0,0.01,0.19,82.0,8.6,Visual Concepts,E
7722,Pro Yakyuu Team o Tsukurou!,DS,2008.0,Sports,Sega,0.0,0.0,0.19,0.0,0.19,,,,
7723,WWE All Stars,Wii,2011.0,Fighting,THQ,0.1,0.07,0.0,0.02,0.19,68.0,7.0,THQ,T
7724,Naruto: Ninja Destiny,DS,2006.0,Fighting,Namco Bandai Games,0.02,0.01,0.16,0.0,0.19,61.0,4.4,Takara Tomy,T
7725,FaceBreaker,X360,2008.0,Fighting,Electronic Arts,0.15,0.02,0.0,0.02,0.19,54.0,6.3,EA Canada,T
7726,ESPN International Track & Field,PS2,2000.0,Sports,Konami Digital Entertainment,0.09,0.07,0.0,0.02,0.19,,,,
7727,Spider-Man: Shattered Dimensions,DS,2010.0,Action,Activision,0.17,0.01,0.0,0.01,0.19,73.0,7.0,Griptonite Games,E10+
7728,Lunar Legend,GBA,2002.0,Role-Playing,Media Rings,0.14,0.05,0.0,0.0,0.19,79.0,7.8,Magic Rings,E
7729,Conflict: Global Terror,PS2,2005.0,Shooter,Eidos Interactive,0.09,0.07,0.0,0.02,0.19,62.0,8.5,Pivotal Games,M
7730,Dante's Inferno,PSP,2010.0,Action,Electronic Arts,0.12,0.03,0.01,0.02,0.19,70.0,8.1,"Artificial Mind and Movement, EA Redwood Shores",M
7731,Mystery Tales of Time Travel,DS,2010.0,Puzzle,Foreign Media Games,0.01,0.15,0.0,0.02,0.19,,,,
7732,Injustice: Gods Among Us,WiiU,2013.0,Fighting,Warner Bros. Interactive Entertainment,0.09,0.08,0.0,0.02,0.19,82.0,7.9,NetherRealm Studios,T
7733,Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 5: CR Shinseiki Evangelion * Pachi-Slot Shinseiki Evangelion,PS2,2006.0,Misc,D3Publisher,0.0,0.0,0.19,0.0,0.19,,,,
7734,NASCAR Unleashed,3DS,2011.0,Racing,Activision,0.18,0.0,0.0,0.01,0.19,,,Firebrand Games,E
7735,Tomb Raider: Underworld,DS,2008.0,Action,Eidos Interactive,0.15,0.02,0.0,0.01,0.19,70.0,8.4,Santa Cruz Games,T
7736,Death Jr.,PSP,2005.0,Platform,Konami Digital Entertainment,0.17,0.0,0.0,0.01,0.19,61.0,7.3,Backbone Entertainment,T
7737,Hulk,GC,2003.0,Action,Universal Interactive,0.15,0.04,0.0,0.01,0.19,71.0,7.4,Radical Entertainment,T
7738,Boogie,PS2,2007.0,Misc,Electronic Arts,0.09,0.07,0.0,0.02,0.19,52.0,,"Pipeworks Software, Inc.",E10+
